salary;age;elevel;car;zipcode;credit;brand
6.217.823.118;44;4;18;7;412.216.687;1
7.757.751.833;22;4;4;6;4.464.132.145;0
1.159.649.764;60;4;19;7;2.020.626.561;0
6.345.765.527;43;1;20;2;1.698.881.435;1
1.051.695.457;58;4;15;1;666.425.829;0
9.034.410.983;60;0;12;3;3.298.237.298;0
9.273.435.199;70;0;12;5;4.067.609.735;1
9.396.659.972;30;3;15;2;124458.08;0
3.727.585.299;51;2;9;4;1.471.034.788;1
1.067.533.334;63;1;1;6;4.326.480.751;1
922.945.955;57;0;19;4;1.251.197.716;0
2.435.650.804;71;0;20;3;2.327.790.255;0
8.442.875.873;73;4;10;7;3.658.606.767;1
1.133.731.547;51;4;13;1;2.818.778.222;0
1.393.063.092;34;1;2;6;1.139.954.715;1
6.734.607.458;64;3;9;5;164901;0
1.486.375.001;41;1;7;4;1.197.741.946;1
7.319.970.345;60;1;9;4;3.496.054.385;0
7.098.350.131;42;1;10;4;1.466.903.475;0
8.231.064.731;51;4;2;0;2.318.315.781;0
3.624.398.738;52;0;2;6;298.129.194;1
2.092.023.294;27;2;19;2;2.004.396.675;1
4.581.850.965;37;4;7;4;201.651.333;0
1.020.010.784;23;0;7;8;3.585.993.651;1
1.352.114.322;52;4;5;1;2.130.045.029;1
2.964.658.734;41;3;8;1;4.736.626.451;1
4.945.152.454;55;2;10;1;4.641.296.564;1
126.885.058;28;3;8;4;204.242.953;1
1.157.935.667;65;3;10;1;210.060.635;1
7.283.960.477;53;0;5;8;1.997.096.446;1
7.331.413.646;77;1;11;4;2.702.430.772;1
8.695.567.276;67;1;2;2;4.537.755.178;1
4.244.885.844;74;0;9;4;3.467.993.512;0
1.235.157.833;63;4;15;8;3.728.594.147;1
1.272.735.663;35;3;17;4;1.355.796.571;1
2.911.676.573;41;3;9;7;243.591.592;1
2.917.896.509;53;4;5;3;4.788.541.868;1
1.491.514.968;62;4;16;2;4.682.377.473;1
3.339.741.912;52;3;4;1;2.296.857.844;1
130.097.485;74;3;8;8;4.625.116.974;1
7.941.983.781;34;0;15;6;1.858.704.903;0
6.349.554.036;21;3;12;6;2.891.783.608;0
6.201.666.214;44;2;14;2;2.019.838.366;1
1.267.614.358;61;0;17;0;0;1
107.490.618;56;0;20;3;4.482.868.122;0
6.032.883.694;37;1;14;4;332.802.047;0
1.331.622.717;79;2;7;6;172.107.743;1
675.129.007;72;3;1;5;1.721.182.289;0
1.204.838.355;55;1;5;7;3.386.963.441;0
130.133.147;22;3;8;2;3.619.344.297;1
4.085.653.114;80;4;6;1;5.616.673.012;0
101.923.739;47;4;14;5;9.144.215.294;0
6.363.645.364;27;4;2;2;1.045.869.062;0
4.606.153.849;71;3;4;7;3.506.651.677;0
1.268.759.396;73;3;20;8;0;1
4.956.560.648;53;1;11;4;1.110.242.315;1
1.143.536.702;62;0;12;5;1.849.670.499;1
949.275.763;28;2;3;4;164225.29;0
1.491.999.534;30;0;6;7;2.257.080.214;1
1.457.886.013;24;1;16;2;1.414.035.224;1
1.067.762.014;53;0;17;4;2.099.158.819;0
1.203.165.527;36;0;8;6;3.111.710.041;1
1.348.334.222;29;2;13;3;138.413.697;1
114.021.902;56;2;17;8;2.516.521.584;0
520.677.287;54;0;17;2;3.369.927.309;1
1.302.944.678;55;4;20;5;4.561.969.397;1
287.946.716;47;0;13;4;2.594.483.211;1
74.575.385;34;2;3;0;1.475.922.256;0
1.264.406.596;56;1;7;7;4.650.916.135;1
7.128.650.223;37;1;17;1;4.802.446.444;0
3.458.257.713;49;0;9;2;1.339.651.827;1
1.313.278.046;44;4;17;4;1.721.792.784;1
4.793.574.835;67;0;13;4;2.602.792.901;0
7.783.795.669;42;2;3;7;4.547.161.306;0
1.206.078.063;46;4;17;0;1.083.569.726;0
4.342.992.039;34;2;10;5;4.671.805.841;1
1.392.422.509;68;1;8;4;3.033.567.516;1
4.991.192.017;26;0;6;1;3.078.190.981;1
9.975.512.196;42;3;4;0;3.399.182.062;0
97.587.004;27;0;10;0;3.287.179.504;0
1.138.050.005;20;1;7;5;464.440.781;1
1.006.562.982;80;4;11;3;3.749.097.627;1
2.336.308.506;46;1;19;2;2.755.370.499;1
8.966.578.749;50;2;13;5;3.989.579.535;0
8.330.151.512;73;4;19;1;2.415.991.012;1
1.288.225.314;26;3;1;7;4.514.710.376;1
994.297.533;63;3;4;7;3.908.920.416;1
1.104.961.858;44;3;20;5;2.405.284.852;0
1.410.954.256;43;0;5;1;5.259.888.476;1
2.361.433.742;48;2;2;3;3.516.024.209;1
9.151.594.254;58;0;12;7;3.978.062.461;1
7.594.554.868;29;4;7;1;4.151.811.248;0
4.308.523.229;71;2;2;2;9.350.360.233;0
8.683.215.397;72;3;1;4;3.285.540.497;1
1.420.313.849;65;3;18;2;2.884.420.578;1
1.122.672.236;70;3;15;6;2.403.884.459;1
3.226.109.411;72;0;7;3;3.088.733.973;0
3.864.683.078;34;4;17;1;7.422.307.144;1
1.456.991.544;43;1;13;7;3.185.848.556;1
126332.64;73;3;1;6;4.530.642.082;1
1.319.563.753;32;0;7;3;816.169.106;1
6.831.459.881;25;3;16;4;3.494.827.129;0
7.651.785.533;75;2;17;4;3.405.686.509;0
8.870.921.011;43;3;6;0;4.426.965.489;0
1.140.182.679;42;3;7;8;2.131.185.585;0
9.168.409.836;74;2;17;0;4.045.846.527;1
1.247.905.656;54;2;12;7;1.221.323.246;0
1.119.714.628;74;0;3;8;828.787.914;1
8.161.865.659;76;3;10;3;1.976.250.898;1
6.441.259.015;31;1;2;5;2.387.122.047;0
1.184.567.868;77;0;2;2;9.427.361.622;1
6.632.220.653;40;0;10;2;2.452.294.838;1
1.243.185.497;70;4;18;2;6.445.137.396;1
1.394.450.215;32;3;19;8;3.231.537.351;1
2.237.176.721;29;3;8;1;6.024.530.334;1
3.895.019.729;29;1;5;0;2.771.944.137;1
3.427.021.365;73;1;7;6;4.317.223.483;0
3.030.435.558;74;3;14;8;2.413.828.267;0
4.005.268.378;73;1;16;2;4.964.825.621;0
1.327.742.199;34;2;17;4;286.423.167;1
2.247.327.441;72;0;19;4;7.680.124.664;1
104.247.559;77;2;9;6;2.490.836.427;1
1.350.502.926;54;4;12;1;3.440.021.621;1
2.793.348.032;60;2;15;8;3.411.414.518;1
8.555.009.673;55;0;11;8;4.062.765.029;0
7.209.075.931;22;4;1;0;148.101.182;0
1.339.661.805;49;3;1;5;1.079.050.218;1
150000;68;4;12;5;4.517.805.887;1
1.461.965.652;32;2;5;6;4.101.810.121;1
8.447.436.376;67;0;2;4;1.827.341.496;1
9.590.057.161;80;1;8;1;4.448.417.408;1
1.448.926.059;49;3;16;5;6.167.676.343;1
1.301.838.465;20;1;20;2;1.099.072.515;1
1.236.230.025;80;0;17;4;2.154.651.565;1
1.417.500.775;44;2;14;5;315.558.688;1
748.622.966;60;4;19;5;4.909.499.546;0
1.419.845.929;36;1;4;3;1.390.285.369;1
5.876.743.721;20;2;14;4;361104.64;0
20000;52;1;5;3;2.493.237.319;1
3.412.201.075;72;2;8;5;2.788.033.169;0
1.339.155.512;24;3;10;2;2.381.594.862;1
9.702.628.557;48;3;7;6;4.827.195.939;0
1.002.783.045;68;1;20;7;2.352.880.711;1
1.267.307.373;26;3;19;5;4.175.050.191;1
5.825.548.029;32;4;4;7;4.552.029.804;0
8.135.327.304;34;1;20;6;4.557.309.162;0
2.763.520.364;62;2;12;3;3.519.556.466;0
206.059.499;69;3;17;4;3.086.817.238;0
9.994.425.902;49;4;10;5;1.556.754.332;0
8.163.052.422;80;4;3;6;3.690.256.773;1
109.013.007;56;0;11;3;1.061.405.168;0
5.099.218.577;51;1;18;2;2.786.053.311;1
6.458.223.118;32;0;6;2;3.362.791.052;0
1.291.938.734;46;0;1;0;2.231.071.462;1
5.908.988.312;37;3;13;1;859.924.996;0
7.261.780.443;44;1;4;6;3.032.643.209;1
9.645.151.176;69;0;17;5;484.316.988;1
9.362.015.544;56;3;3;1;1.205.916.728;0
1.478.623.921;69;4;13;4;225.522.741;1
6.385.685.729;59;1;2;6;3.147.699.581;0
1.021.511.265;65;0;9;1;1.947.836.863;1
1.329.140.996;78;2;16;1;4.698.773.631;1
1.180.463.614;29;2;7;0;5.837.215.903;1
754.268.334;61;2;16;5;4.457.210.415;0
8.568.522.167;37;1;4;0;1.699.219.774;0
1.487.282.797;49;0;20;2;9.764.677.164;1
2.110.997.296;80;3;1;2;9.410.790.773;1
5.980.073.589;53;1;15;5;2.422.707.088;1
9.394.781.194;64;0;17;5;4.448.193.687;1
5.742.036.773;25;4;6;4;1.359.056.998;0
7.167.072.281;37;4;20;2;4.396.761.666;0
1.174.954.716;50;0;6;0;1.142.238.645;0
1.377.374.744;66;1;15;4;3.254.276.765;1
7.046.251.883;21;4;10;5;3.886.987.075;0
4.879.047.205;29;4;8;1;6.929.149.326;0
6.688.319.278;26;0;19;6;8.122.564.174;0
1.306.717.729;21;0;7;0;1.224.696.154;1
5.925.431.331;27;3;1;1;254.636.746;0
1.096.012.947;29;1;7;8;1.679.661.761;1
6.217.069.914;43;4;5;5;2.740.486.151;1
9.481.544.256;62;0;19;7;2.784.404.937;1
1.323.475.865;37;0;12;4;1.238.193.426;1
20000;23;0;1;2;2.459.216.704;1
9.134.263.749;66;3;19;1;4.691.120.731;1
6.530.636.543;60;4;5;5;1.850.036.435;0
563.728.362;20;1;9;0;1.349.151.346;0
4.020.172.994;44;2;19;3;2.124.821.799;1
7.049.716.058;77;4;3;1;1.287.369.981;0
5.683.607.141;49;0;12;1;7.719.230.579;1
1.119.166.367;20;4;14;2;6.104.291.589;1
5.174.485.181;63;1;18;6;3.328.010.204;0
5.641.962.867;30;2;7;0;226.124.102;0
1.245.203.264;34;3;18;5;4.798.400.194;1
3.969.109.557;62;3;18;3;5.370.124.249;0
2.156.743.106;68;4;19;0;2.950.580.842;0
7.362.530.228;46;4;3;5;2.975.742.653;1
7.212.518.121;49;4;3;1;4.649.729.313;1
7.719.586.421;50;2;9;4;2.975.970.087;0
4.380.035.397;72;2;10;0;5.253.144.748;0
8.251.458.382;37;1;6;0;2.412.775.969;0
6.827.552.743;23;3;11;6;2.621.730.001;0
6.065.721.931;47;1;3;3;4.254.467.501;1
542.520.886;23;1;3;5;4.186.434.443;0
6.416.003.841;29;2;8;2;1.235.708.279;0
4.286.454.309;69;4;8;8;1.321.587.062;0
6.470.645.488;50;4;6;6;3.327.707.086;1
1.307.685.797;49;0;3;1;8.787.114.646;1
8.056.127.797;69;2;12;4;3.606.475.528;1
3.886.000.605;31;4;1;3;1.603.351.836;1
5.562.284.818;66;4;4;8;2.037.446.765;0
1.240.386.606;58;3;4;2;216.696.405;1
2.716.829.382;44;1;13;7;2.792.054.069;1
8.061.739.112;41;2;15;8;3.399.747.238;0
1.274.360.664;61;4;13;0;5.380.388.264;1
1.109.189.813;56;3;13;5;4.198.447.056;0
1.238.250.078;42;4;9;0;387.523.895;1
4.560.831.103;66;0;5;7;2.484.573.937;0
102.692.935;33;0;1;4;8.947.764.467;1
8.358.958.561;52;2;8;0;2.607.101.925;0
8.433.903.573;68;1;20;8;604.762.143;1
8.581.254.226;77;4;14;5;7.187.730.401;1
7.531.351.626;39;4;20;8;9.579.827.194;0
2.273.574.813;53;0;2;5;2.327.614.197;1
5.289.451.486;33;4;2;0;5.636.960.905;1
1.367.532.521;75;2;19;4;3.532.005.542;1
6.658.865.217;31;2;18;0;363.253.603;0
4.773.281.732;71;0;10;1;1.643.293.959;0
113.031.068;68;1;8;8;3.946.734.422;1
1.419.536.776;72;2;10;2;1.072.899.559;1
597.740.375;49;0;15;8;2.258.395.393;1
1.220.629.359;69;1;14;5;6.392.827.754;1
1.101.440.219;28;2;8;4;2.886.974.393;1
3.892.279.296;33;2;14;5;4.239.594.921;1
1.285.477.793;48;0;4;5;4.705.514.323;1
5.035.178.542;40;0;2;6;4.759.226.843;0
1.369.956.393;30;3;5;1;2.695.224.638;1
9.896.956.413;53;2;1;1;1.523.810.536;0
1.277.792.654;75;0;2;1;4.379.016.361;1
5.192.238.316;32;0;11;0;9.048.560.385;1
9.391.780.498;65;1;2;7;1.298.565.481;1
1.485.461.232;62;0;10;0;5.511.024.871;1
8.633.191.846;65;4;16;8;218.449.732;1
139.079.393;63;3;13;5;5.210.921.169;1
2.970.415.042;37;2;2;6;362266.73;1
3.051.873.168;41;4;11;3;3.985.022.777;1
3.415.842.013;80;3;3;3;230434.84;0
1.389.392.018;20;3;17;0;8.898.148.373;1
1.013.486.328;80;0;12;3;2.896.927.221;1
86.753.797;26;2;18;6;2.887.934.441;0
1.408.926.923;57;4;9;7;4.190.532.112;1
1.124.964.864;70;1;1;2;1.102.799.395;1
4.280.633.134;56;4;7;3;338.476.467;1
1.065.156.068;27;0;7;4;3.318.830.606;1
1.293.274.802;60;0;18;3;4.277.392.637;1
1.179.898.046;42;0;10;0;8.281.735.977;0
1.481.864.128;66;0;12;6;1.114.374.867;1
1.274.574.173;71;4;18;5;3.178.275.266;1
1.139.311.292;26;0;13;3;425.536.946;1
6.351.283.012;57;4;17;4;3.891.422.797;1
2.898.332.131;32;3;14;7;8.852.580.158;1
1.155.849.524;46;4;17;8;9.422.798.401;0
1.251.043.544;22;2;7;6;344.835.833;1
6.950.082.745;53;2;18;0;1.641.941.807;1
1.131.834.329;75;0;13;5;1.236.347.513;1
2.578.048.817;51;0;8;0;4.446.324.122;1
1.198.023.661;40;1;7;5;2.400.724.071;0
7.952.260.712;42;4;7;5;3.117.104.162;0
6.940.431.115;24;3;4;4;466772.51;0
4.351.895.304;57;3;5;4;2.120.816.071;1
2.552.544.258;23;3;16;7;3.344.662.223;1
1.051.472.611;67;3;14;4;4.596.699.706;1
4.654.859.334;21;4;7;2;500000;0
5.787.939.637;33;3;5;4;5.484.193.662;0
2.857.049.865;37;0;20;0;4.623.220.202;1
1.079.333.284;28;1;7;6;1.131.612.017;1
4.391.058.005;67;3;19;6;5.399.026.554;0
1.314.156.291;72;1;2;0;3.843.035.944;1
9.911.277.659;54;3;8;1;3.005.548.809;0
7.526.964.199;70;1;11;5;3.127.651.923;1
4.454.459.879;56;0;9;7;5.808.215.594;1
1.058.855.242;35;0;16;0;2.074.031.171;1
1.322.716.168;43;1;8;2;1.545.313.017;1
3.223.200.788;70;0;1;0;0;0
1.325.376.263;43;0;20;7;3.945.103.521;1
5.832.558.469;53;4;15;8;283.898.271;1
880.840.386;27;1;15;4;258.443.663;0
1.036.582.585;70;0;11;6;3.478.884.306;1
1.036.154.534;55;3;10;0;4.249.127.137;0
1.043.986.664;28;2;15;4;3.626.296.863;1
9.585.049.303;45;2;10;5;3.117.584.508;0
2.022.465.853;51;0;18;2;2.959.927.612;1
1.194.472.661;22;0;13;3;3.190.656.227;1
9.204.079.615;35;2;13;3;4.944.670.573;0
2.858.117.732;73;4;5;8;4.126.713.438;0
1.405.290.377;20;4;14;4;1.252.758.761;1
1.208.167.251;71;2;9;6;2.555.571.609;1
142.318.763;47;4;10;1;3.948.346.335;1
4.372.498.862;27;4;9;1;3.182.028.082;1
1.041.062.705;50;3;9;0;4.219.089.484;0
118.816.717;53;1;6;0;1.052.090.542;0
4.829.343.533;46;3;9;0;2.388.097.116;1
4.580.167.655;64;4;19;6;1.385.169.712;0
54.967.192;29;3;3;0;315.250.619;1
9.328.955.029;69;1;3;4;1.335.497.006;1
8.036.966.524;30;2;15;4;1.419.563.125;0
5.236.280.766;59;1;14;6;2.103.212.626;0
9.599.062.913;73;0;14;7;500000;1
1.428.498.704;45;2;6;8;1.240.458.092;1
1.494.659.959;61;1;5;1;147.131.634;1
1.263.068.972;53;4;1;8;4.634.570.049;1
1.422.989.948;34;0;7;1;6.699.720.365;1
434.551.536;25;1;15;3;9.671.427.806;1
5.881.830.159;63;0;15;8;3.154.125.197;0
1.337.835.364;43;4;14;3;1.168.349.661;1
9.613.231.969;32;0;11;0;3.854.671.082;0
102.904.449;76;4;14;3;2.605.040.843;1
3.488.886.355;42;3;18;7;1.572.801.411;1
1.291.907.255;39;0;15;0;1.218.471.267;1
9.373.927.224;67;1;2;8;1.996.733.214;1
9.472.428.998;41;0;17;4;1.486.249.828;0
1.218.825.869;55;4;14;5;4.552.369.932;0
1.463.498.293;28;3;4;0;2.977.039.625;1
150000;66;3;10;5;2.104.555.572;1
3.182.465.004;51;0;9;8;4.535.424.399;1
1.123.878.335;61;3;8;6;4.667.544.415;1
1.425.372.768;68;4;3;5;4.229.323.462;1
6.768.451.158;73;1;9;8;2.317.104.452;0
1.252.489.928;58;0;16;8;2.301.580.989;1
8.306.407.227;30;0;8;2;2.934.253.277;0
5.650.447.056;46;3;1;1;4.145.450.574;1
1.108.420.981;45;1;3;5;2.301.344.774;0
1.315.734.061;52;0;9;2;4.623.274.234;1
7.697.009.562;77;1;19;0;4.127.771.729;1
1.400.310.956;62;0;11;8;4.365.958.603;1
3.186.049.446;48;4;13;7;3.816.624.057;1
136.179.647;52;0;2;3;4.275.525.691;1
5.524.013.411;53;2;6;8;2.663.897.492;1
7.187.054.826;40;0;9;2;4.902.306.985;0
7.966.819.975;53;1;12;6;3.202.623.086;1
1.234.669.924;36;1;8;5;1.952.003.659;1
3.544.092.988;58;4;16;5;2.551.000.736;0
3.807.572.734;40;1;6;4;1.712.731.469;1
721.376.507;55;3;19;5;333.019.355;1
1.326.121.375;52;1;7;3;8.750.040.005;1
8.223.826.085;63;0;5;2;4.293.056.034;1
8.427.690.563;48;4;6;1;2.954.044.084;0
3.473.895.798;35;2;19;0;1.606.111.102;1
7.366.512.906;37;0;7;4;3.884.159.939;0
8.216.416.439;63;1;17;1;1.299.511.009;1
8.563.523.629;72;2;8;3;3.590.246.874;1
125.002.984;21;3;13;8;1.278.788.012;1
1.094.161.626;21;4;2;7;7.473.889.107;1
1.122.973.627;38;4;17;1;1.180.591.199;1
2.965.688.265;39;2;12;5;1.199.993.005;1
2.090.228.455;37;2;14;5;1.998.081.901;1
1.053.489.372;35;4;3;7;3.528.631.892;1
7.544.982.926;74;0;18;1;4.373.267.829;0
75.608.915;37;1;9;2;3.690.488.306;0
6.336.069.267;72;2;14;5;3.297.745.829;0
1.193.347.901;75;1;11;4;4.193.491.597;1
1.074.197.166;51;3;2;0;5.563.941.274;0
1.157.504.778;26;1;13;7;1.765.100.012;1
1.331.746.612;61;1;8;5;3.287.956.702;1
1.234.073.467;55;2;20;8;3.917.042.914;0
1.358.347.182;49;3;15;3;3.209.370.004;1
2.264.128.603;34;4;14;6;201.117.834;1
1.156.269.594;24;1;9;2;4.997.486.695;1
1.272.390.317;31;4;12;0;2.668.932.227;1
467.504.485;42;3;15;3;130.937.074;1
680.565.461;33;3;19;3;407.259.621;0
8.568.942.767;31;4;6;0;4.017.941.006;0
9.129.672.392;63;1;7;5;3.324.758.269;1
2.110.203.764;23;3;3;0;2.737.318.637;1
4.823.392.936;59;3;9;4;3.543.030.467;1
7.298.410.213;65;4;2;2;4.562.833.566;1
469.923.422;38;2;6;6;3.209.276.412;1
8.394.929.034;50;3;10;3;4.464.338.525;0
9.971.036.487;60;1;19;7;3.300.983.491;1
150000;27;3;7;8;2.479.830.873;1
6.645.003.709;63;3;12;5;2.476.271.231;0
7.717.771.155;30;1;10;8;7.648.665.642;0
1.007.000.597;70;2;8;3;6.389.159.381;1
1.149.725.664;30;3;18;7;3.871.802.969;1
1.266.185.417;41;3;13;6;4.571.527.633;0
1.009.596.359;36;3;7;6;3.817.303.036;0
4.396.669.828;76;4;15;8;353.603.948;0
8.945.988.669;70;2;1;7;6.123.199.515;1
5.739.116.972;27;1;3;0;1.753.638.373;0
1.343.788.685;26;3;12;6;4.101.298.302;1
1.218.895.719;60;4;11;5;2.506.208.289;0
5.078.462.689;43;0;2;5;1.450.561.327;1
1.425.222.083;57;3;12;6;1.546.557.681;1
1.074.195.197;69;3;16;8;1.203.521.957;1
3.353.222.694;34;1;5;6;4.788.270.958;1
4.496.606.835;48;4;14;5;2.035.407.145;1
5.921.807.706;69;1;14;2;9.839.840.889;0
1.393.971.095;39;0;15;6;8.887.897.384;1
4.413.381.369;34;3;2;2;293.603.961;1
8.748.802.372;29;0;12;8;1.194.253.568;0
1.422.351.687;66;1;2;1;8.876.432.977;1
7.726.817.191;72;4;15;5;1.373.449.292;1
2.400.417.222;41;1;4;2;2.055.145.466;1
7.568.566.482;34;4;3;6;2.437.544.779;0
1.032.735.106;51;3;14;4;112.513.755;0
6.387.151.129;71;0;17;3;2.313.594.696;0
2.997.684.596;20;3;3;0;3.935.666.285;1
2.715.569.171;76;1;9;0;2.878.834.209;1
130.102.204;51;1;7;6;1.881.584.551;1
1.255.481.075;47;3;11;7;9.714.473.715;1
1.181.295.399;47;0;16;5;2.946.124.921;0
2.839.470.793;68;3;15;3;9.224.031.045;0
1.218.168.031;73;0;16;6;175.289.956;1
1.021.448.254;56;4;15;5;9.779.003.158;0
1.228.995.779;39;1;18;0;3.543.592.281;1
1.417.058.153;71;3;18;0;432438.41;1
1.001.917.853;37;3;4;6;1.668.094.785;0
2.784.585.379;24;2;13;8;292689.54;1
9.686.588.985;35;1;8;1;3.883.982.139;0
6.182.995.845;65;2;15;1;2.504.068.199;0
1.293.168.801;60;0;7;5;1.165.514.866;1
9.534.911.935;59;3;18;7;2.465.365.022;1
2.397.076.167;78;0;12;2;5.395.552.078;1
1.148.477.639;67;3;1;0;4.636.225.033;1
1.071.865.901;35;3;3;6;4.550.217.469;1
1.043.414.502;48;2;3;6;361.920.552;0
9.959.904.265;54;0;17;7;1.649.778.219;0
1.136.144.629;69;1;4;5;7.812.494.442;1
1.362.305.142;52;2;3;7;3.137.306.172;1
9.672.786.351;64;4;11;0;3.279.807.054;1
1.193.436.613;51;4;7;7;118.567.773;1
4.867.303.732;31;3;16;2;4.153.142.849;1
4.766.225.116;24;1;11;4;1.028.511.199;1
20000;49;0;13;0;4.478.594.446;1
922.948.293;40;1;2;1;317.845.057;0
9.186.092.065;25;2;7;1;4.420.223.724;0
4.093.548.014;28;0;8;4;4.088.880.789;1
150000;47;2;1;0;196.371.218;1
8.390.819.546;48;3;10;1;2.708.790.137;0
851.317.915;68;0;4;8;3.499.163.442;1
150000;68;4;13;7;3.901.507.509;1
1.188.387.513;54;4;13;5;1.590.726.065;0
7.827.353.795;21;4;13;3;4.723.382.121;0
1.288.083.885;34;2;5;4;4.370.117.994;1
1.055.153.705;20;2;5;6;5.884.203.811;1
5.858.341.588;55;0;12;1;2.313.987.368;1
4.121.822.019;20;0;6;5;500000;1
2.626.570.378;67;2;8;5;4.502.267.134;1
1.104.804.991;20;2;7;4;6.170.336.964;1
6.682.666.481;31;2;10;4;2.844.586.139;0
3.936.055.731;58;2;15;8;2.443.296.981;0
8.396.910.061;35;4;2;6;178.506.064;0
4.963.362.117;34;0;8;0;3.770.458.735;1
3.437.280.854;79;2;12;8;1.715.512.027;0
6.057.793.412;21;4;3;5;2.577.628.974;0
6.767.504.245;34;2;15;8;3.094.314.039;0
9.337.776.352;65;2;3;7;4.025.408.098;1
1.078.249.128;74;2;16;0;4.427.911.251;1
5.591.936.451;26;1;11;6;1.026.023.803;0
1.323.741.114;44;0;3;5;1.066.837.346;1
1.039.761.177;58;4;10;1;1.422.456.575;0
1.105.721.916;60;1;15;0;4.211.076.754;1
1.083.364.251;64;3;20;8;3.101.579.408;1
6.297.481.547;33;2;11;0;2.806.845.126;0
7.309.123.871;36;3;4;3;3.835.657.673;0
1.394.598.197;21;1;13;3;4.467.186.115;1
9.376.538.145;45;3;17;8;5.828.869.207;0
8.620.932.224;50;3;15;4;2.356.240.616;0
1.292.505.968;57;1;1;7;5.512.172.159;1
1.192.555.466;44;1;7;2;0;0
1.115.594.111;36;0;20;1;2.855.182.208;1
3.612.785.456;41;0;9;1;1.514.237.421;1
9.442.828.819;76;1;9;8;6.414.615.099;1
8.902.243.281;77;2;19;0;4.588.561.847;1
1.127.790.697;65;1;6;6;4.791.112.452;1
4.768.870.925;31;4;11;8;6.908.682.789;1
2.762.109.822;53;3;2;6;7.384.456.771;1
9.852.095.033;56;0;18;7;9.574.150.435;0
7.409.535.459;35;1;2;3;7.534.062.856;0
6.544.479.315;40;1;9;3;4.979.576.491;0
1.279.901.083;20;1;13;1;9.840.135.629;1
1.359.243.626;59;4;19;4;2.770.490.548;1
130.440.748;42;2;2;3;4.208.798.813;1
8.600.227.466;53;1;20;2;5.317.890.994;0
7.549.420.368;43;1;18;6;4.081.633.559;0
1.470.910.747;76;1;9;8;2.213.940.142;1
1.097.816.389;26;3;4;3;4.838.938.923;1
1.401.829.036;56;3;1;8;4.337.687.364;1
1.127.809.829;70;0;17;8;1.833.712.935;1
111.545.089;62;3;18;5;1.968.930.335;1
1.113.059.323;79;3;13;6;3.830.387.837;1
7.069.685.434;75;4;17;7;3.507.016.991;0
101.612.611;58;3;15;6;3.931.197.706;1
142.595.514;78;1;14;6;3.779.717.422;1
1.018.278.466;76;2;9;1;4.045.830.688;1
106.992.726;69;0;18;4;1.334.444.255;1
3.697.003.402;48;2;5;7;9.415.643.002;1
9.713.371.778;56;4;10;4;2.075.535.708;0
20000;31;3;14;3;2.662.405.813;1
1.117.251.079;73;3;20;6;3.677.525.318;1
7.756.772.714;74;4;7;3;1.272.260.464;1
3.112.746.527;56;2;1;0;2.422.141.629;1
5.507.812.756;35;1;18;2;302.497.851;0
8.626.209.756;36;1;3;8;3.314.958.539;0
4.984.035.774;22;3;19;6;3.417.583.703;0
1.023.477.518;46;3;7;4;1.908.033.304;0
880.948.089;80;2;11;1;2.581.165.585;1
1.478.854.151;32;2;19;8;1.736.994.595;1
2.956.939.732;78;3;6;6;3.128.837.397;0
146.218.407;55;2;15;6;3.895.662.443;1
7.478.676.214;80;1;5;3;60.535.226;0
2.410.179.196;67;3;13;7;2.303.423.515;0
8.314.494.673;37;0;14;2;456.830.543;0
119.380.256;30;0;5;1;2.159.698.365;1
4.255.388.514;52;4;2;0;3.120.194.532;1
115.423.508;43;1;3;6;3.991.532.968;0
8.789.692.243;74;1;20;0;4.478.959.929;1
1.309.955.677;23;0;4;0;1.487.155.881;1
6.809.799.074;23;4;5;4;2.056.187.077;0
20000;54;4;9;0;3.610.381.528;1
150000;77;1;20;0;1.059.377.899;1
8.594.938.585;40;4;9;1;1.102.785.465;0
36.218.669;59;1;4;7;3.675.692.753;1
402.521.238;78;2;7;7;1.664.086.998;0
150000;61;0;3;8;1.861.283.986;1
1.464.218.242;77;2;19;7;115.076.763;1
1.096.370.698;36;2;3;3;2.969.279.514;1
1.354.930.109;57;2;13;5;1.135.372.392;1
9.709.003.271;23;1;13;3;1.283.360.072;0
109.478.529;78;0;19;7;4.609.413.085;1
1.191.736.601;50;0;20;7;2.197.108.355;0
2.745.375.177;65;2;19;2;4.195.441.315;1
7.963.045.774;37;1;12;3;4.729.981.965;0
4.699.593.785;35;1;10;5;1.769.184.171;1
3.703.347.604;24;0;11;1;287813.45;1
5.644.374.254;46;2;19;6;1.505.255.129;1
6.624.508.597;23;0;7;8;1.302.779.522;0
6.135.631.471;32;3;19;2;1.258.853.025;0
4.385.778.351;52;2;15;4;474.718.311;1
792.781.315;70;2;17;4;2.307.581.948;1
1.322.585.057;72;0;17;3;4.373.160.935;1
1.125.194.414;32;4;17;8;109.334.979;1
9.559.165.429;54;2;10;4;2.872.990.245;0
1.294.099.675;33;0;16;2;4.727.065.981;1
7.357.591.055;62;1;6;4;3.363.447.093;0
8.349.463.345;45;1;2;2;2.930.182.867;0
1.342.644.711;29;3;8;0;6.599.656.831;1
6.916.265.361;67;0;10;4;2.687.407.816;0
3.985.489.074;49;1;2;5;3.185.751.447;1
6.413.184.205;50;4;12;6;176829.71;1
1.317.647.318;23;1;10;2;1.670.606.569;1
1.485.237.216;36;4;2;8;71.946.926;1
